Datum;Anfang;Ende;Gesamt (Netzlast) [MWh] Berechnete Auflösungen;Residuallast [MWh] Berechnete Auflösungen;Pumpspeicher [MWh] Berechnete Auflösungen
02.03.2024;17:00;18:00;49.971;35.951,25;102
02.03.2024;18:00;19:00;52.522,75;34.961,25;89,5
02.03.2024;19:00;20:00;51.938,25;29.132,25;688,25
02.03.2024;20:00;21:00;49.703,5;24.325;696,75
02.03.2024;21:00;22:00;46.776,75;21.175,25;135,25
02.03.2024;22:00;23:00;45.722,5;20.994,75;220,75
02.03.2024;23:00;00:00;42.821,25;19.408,25;345
03.03.2024;00:00;01:00;40.237,75;17.714,5;839,75
03.03.2024;01:00;02:00;38.775,5;16.775,75;1.815
03.03.2024;02:00;03:00;38.125;17.445,75;1.644
03.03.2024;03:00;04:00;37.474;17.766;1.551
03.03.2024;04:00;05:00;37.716,75;18.846;803,5
03.03.2024;05:00;06:00;38.487,25;20.404,25;720
03.03.2024;06:00;07:00;38.923,5;21.661;633
03.03.2024;07:00;08:00;41.151,75;22.069,5;932,5
03.03.2024;08:00;09:00;45.106;21.551,75;1.088,5
03.03.2024;09:00;10:00;47.705,25;20.526,75;1.877,25
03.03.2024;10:00;11:00;48.848;16.663,5;3.466
03.03.2024;11:00;12:00;49.454,75;14.295,75;3.908
03.03.2024;12:00;13:00;48.293,75;11.398,75;4.686,25
03.03.2024;13:00;14:00;45.175;8.737;5.636,75
03.03.2024;14:00;15:00;43.817,75;10.452,75;5.643
03.03.2024;15:00;16:00;43.560,25;15.058,75;3.697,25
03.03.2024;16:00;17:00;44.761;23.787;1.373,75
03.03.2024;17:00;18:00;47.382;32.183,5;605,75
03.03.2024;18:00;19:00;51.505,25;35.722,5;35,25
03.03.2024;19:00;20:00;50.938;34.273,75;44,25
03.03.2024;20:00;21:00;48.444,75;31.929,25;405,25
03.03.2024;21:00;22:00;46.715,25;31.047,5;724,75
03.03.2024;22:00;23:00;46.308;31.823,5;609
03.03.2024;23:00;00:00;44.035;31.747,75;1.286,5
04.03.2024;00:00;01:00;41.741;31.320,75;692,25
04.03.2024;01:00;02:00;39.946,25;31.049,5;2.358,5
04.03.2024;02:00;03:00;39.455;31.310,75;2.549,5
04.03.2024;03:00;04:00;39.963,5;32.271,25;3.543,25
04.03.2024;04:00;05:00;41.644;34.048,25;3.258,5
04.03.2024;05:00;06:00;45.598,5;37.922,75;1.182,75
04.03.2024;06:00;07:00;53.865,5;46.298,5;165,5
04.03.2024;07:00;08:00;59.510,25;51.423,5;10
04.03.2024;08:00;09:00;63.239,5;52.412,75;5,25
04.03.2024;09:00;10:00;64.285,25;50.614,5;11
04.03.2024;10:00;11:00;65.267;49.150,5;40
04.03.2024;11:00;12:00;66.088,75;47.930;75,75
04.03.2024;12:00;13:00;66.120;46.771,25;1.822
04.03.2024;13:00;14:00;64.650;45.923;1.222,5
04.03.2024;14:00;15:00;63.115,75;46.498;1.380,25
04.03.2024;15:00;16:00;62.081,5;47.979,75;657,75
04.03.2024;16:00;17:00;61.160;49.780;204
04.03.2024;17:00;18:00;62.054,25;52.992,5;16,5
04.03.2024;18:00;19:00;63.898,5;54.803,25;40,25
04.03.2024;19:00;20:00;62.851,25;53.183,75;7,25
04.03.2024;20:00;21:00;59.147,75;48.881,75;246,25
04.03.2024;21:00;22:00;55.713;44.559;997
04.03.2024;22:00;23:00;52.676,25;40.863,5;747,75
04.03.2024;23:00;00:00;49.319,75;37.523;1.229,75
05.03.2024;00:00;01:00;46.640,25;35.114,25;4.486,25
05.03.2024;01:00;02:00;44.781,75;33.378,25;4.993,75
05.03.2024;02:00;03:00;44.012;32.587,25;5.675,25
05.03.2024;03:00;04:00;44.212,75;32.479,5;5.792
05.03.2024;04:00;05:00;45.828,25;34.089;5.244,5
05.03.2024;05:00;06:00;49.397,5;37.348;2.765,75
05.03.2024;06:00;07:00;56.575,25;43.732,5;607,25
05.03.2024;07:00;08:00;61.245;47.228,75;61,25
05.03.2024;08:00;09:00;64.971;47.696,5;116,75
05.03.2024;09:00;10:00;67.124,5;46.159,25;424
05.03.2024;10:00;11:00;68.611;44.966,75;497,5
05.03.2024;11:00;12:00;68.833,75;44.033;660,5
05.03.2024;12:00;13:00;67.757,25;43.866,5;422
05.03.2024;13:00;14:00;66.573,75;44.034,5;360,75
05.03.2024;14:00;15:00;64.621,75;43.788,25;517,5
05.03.2024;15:00;16:00;63.182,5;44.306,5;337
05.03.2024;16:00;17:00;62.114,25;45.268,5;483,25
05.03.2024;17:00;18:00;62.848,25;48.065,5;344,25
05.03.2024;18:00;19:00;64.716,75;49.877,25;18
05.03.2024;19:00;20:00;64.204,25;50.092,25;5,75
05.03.2024;20:00;21:00;60.427,5;47.038;19,25
05.03.2024;21:00;22:00;56.759,75;44.169,5;253,25
05.03.2024;22:00;23:00;53.518,75;41.653;286,75
05.03.2024;23:00;00:00;50.214,5;38.766;1.232
06.03.2024;00:00;01:00;47.322,75;37.396,25;2.165
06.03.2024;01:00;02:00;45.153,75;36.785,5;2.265,25
06.03.2024;02:00;03:00;44.564,25;37.108,25;2.861,5
06.03.2024;03:00;04:00;45.246,5;38.381,5;4.082,25
06.03.2024;04:00;05:00;46.560,25;40.053,75;3.714,5
06.03.2024;05:00;06:00;49.880,75;43.251,75;1.205,25
06.03.2024;06:00;07:00;57.045,75;50.636,75;385,75
06.03.2024;07:00;08:00;61.674,75;54.260;4,5
06.03.2024;08:00;09:00;64.196,5;53.723,75;42,5
06.03.2024;09:00;10:00;64.650,25;49.761,5;566,25
06.03.2024;10:00;11:00;65.230;46.125;834,25
06.03.2024;11:00;12:00;64.848;43.713,5;451,5
06.03.2024;12:00;13:00;64.318;43.019,25;2.608,5
06.03.2024;13:00;14:00;63.605;43.508,5;2.225,75
06.03.2024;14:00;15:00;62.049,5;44.756;1.194,25
06.03.2024;15:00;16:00;61.034,5;47.681,5;458,25
06.03.2024;16:00;17:00;60.413;51.192,25;300
06.03.2024;17:00;18:00;61.871;55.412,75;23
06.03.2024;18:00;19:00;63.384,25;56.601,5;2,5
06.03.2024;19:00;20:00;62.973,75;54.903,75;3
06.03.2024;20:00;21:00;59.461,5;50.632;98,5
06.03.2024;21:00;22:00;56.086,5;46.674,75;445,75
06.03.2024;22:00;23:00;53.258,75;43.365,75;464
06.03.2024;23:00;00:00;49.551;39.701;880,5
07.03.2024;00:00;01:00;46.864,75;37.147,5;684,25
07.03.2024;01:00;02:00;45.125,75;36.532,25;884,25
07.03.2024;02:00;03:00;44.004;35.940,25;1.552,75
07.03.2024;03:00;04:00;44.792,75;36.920,25;2.816,75
07.03.2024;04:00;05:00;45.531,5;37.291,5;2.433,5
07.03.2024;05:00;06:00;48.909;39.889,75;1.556,25
07.03.2024;06:00;07:00;55.753;46.029;367,75
07.03.2024;07:00;08:00;60.584,5;48.695,75;4,5
07.03.2024;08:00;09:00;63.945,25;47.438,5;8,75
07.03.2024;09:00;10:00;64.861,25;42.684;470
07.03.2024;10:00;11:00;65.692,5;38.037,75;263,75
07.03.2024;11:00;12:00;65.281,25;34.291;1.052,5
07.03.2024;12:00;13:00;64.370,75;32.669,25;3.862
07.03.2024;13:00;14:00;62.828,5;33.045,5;3.196,25
07.03.2024;14:00;15:00;60.995,75;33.967,25;3.064,75
07.03.2024;15:00;16:00;61.112,25;37.538,25;2.113,25
07.03.2024;16:00;17:00;60.419,75;41.653;906
07.03.2024;17:00;18:00;60.669,5;46.028;382
07.03.2024;18:00;19:00;62.430,5;46.775,5;13
07.03.2024;19:00;20:00;62.716,75;43.794,75;10,75
07.03.2024;20:00;21:00;59.337;38.161,75;273,75
07.03.2024;21:00;22:00;55.992,25;34.257,75;888
07.03.2024;22:00;23:00;52.820;31.466,75;731,25
07.03.2024;23:00;00:00;49.540,5;29.031,5;1.081,75
08.03.2024;00:00;01:00;47.226,75;27.160,75;1.375,75
08.03.2024;01:00;02:00;45.490,25;25.372,75;1.454,75
08.03.2024;02:00;03:00;44.513,75;24.507,5;2.404,5
08.03.2024;03:00;04:00;44.938,5;25.257,75;3.673
08.03.2024;04:00;05:00;45.652,75;26.021,25;3.596
08.03.2024;05:00;06:00;49.046,5;28.658;2.019,25
08.03.2024;06:00;07:00;55.999;34.402,25;490,5
08.03.2024;07:00;08:00;60.548,5;36.301,25;10
08.03.2024;08:00;09:00;63.492;33.769,25;7,25
08.03.2024;09:00;10:00;63.637;26.209;275,5
08.03.2024;10:00;11:00;63.796,25;16.710,5;1.936,5
08.03.2024;11:00;12:00;62.982;8.157;4.283,75
08.03.2024;12:00;13:00;61.884;2.852,25;6.928,5
08.03.2024;13:00;14:00;60.040;1.158,75;7.318,25
08.03.2024;14:00;15:00;58.522,75;2.845,75;7.249,5
08.03.2024;15:00;16:00;57.784;6.588;5.275,75
08.03.2024;16:00;17:00;58.458,75;16.111,5;2.153,25
08.03.2024;17:00;18:00;59.699,25;26.045,25;520,5
08.03.2024;18:00;19:00;61.525,25;28.356,5;4,75
08.03.2024;19:00;20:00;61.797,5;26.324,75;5,25
08.03.2024;20:00;21:00;58.054,5;21.285,5;384,25
08.03.2024;21:00;22:00;54.228,5;18.172,75;554,75
08.03.2024;22:00;23:00;51.763,25;17.423,5;379,75
08.03.2024;23:00;00:00;49.082,75;16.263;473,25
09.03.2024;00:00;01:00;46.796;15.484,5;1.150,75
09.03.2024;01:00;02:00;44.222,25;14.988,5;1.402
09.03.2024;02:00;03:00;42.642,25;14.858,25;1.294,5
09.03.2024;03:00;04:00;42.609,75;15.402,25;1.071,75
09.03.2024;04:00;05:00;43.087;15.488,5;1.128,5
09.03.2024;05:00;06:00;43.346,25;15.696,25;1.112,75
09.03.2024;06:00;07:00;44.172,25;16.309,25;470,75
09.03.2024;07:00;08:00;46.183;15.610,75;217
09.03.2024;08:00;09:00;49.569,75;12.560,25;1.200,25
09.03.2024;09:00;10:00;52.245;8.340,75;2.895,75
09.03.2024;10:00;11:00;52.622,75;1.768,25;4.586
09.03.2024;11:00;12:00;52.948;-2.611,5;6.995
09.03.2024;12:00;13:00;52.773;-3.364;7.747,5
09.03.2024;13:00;14:00;50.588,25;-3.344,5;7.533
09.03.2024;14:00;15:00;49.208,25;-1.820,75;7.200,25
09.03.2024;15:00;16:00;49.180,25;3.992;5.044,25
09.03.2024;16:00;17:00;49.064,5;14.106;1.801
09.03.2024;17:00;18:00;51.196,25;24.540,75;7,5
09.03.2024;18:00;19:00;53.424;27.374,75;4
09.03.2024;19:00;20:00;53.463;24.627;30,75
09.03.2024;20:00;21:00;50.465,75;20.087,75;168,25
09.03.2024;21:00;22:00;47.972,75;17.128;653,75
09.03.2024;22:00;23:00;46.614,75;16.106;890,25
09.03.2024;23:00;00:00;43.931,5;13.686,25;1.075,5
10.03.2024;00:00;01:00;41.209,5;11.384,25;875
10.03.2024;01:00;02:00;39.739,75;9.586,75;812,25
10.03.2024;02:00;03:00;39.239,75;9.010;1.046
10.03.2024;03:00;04:00;38.742,75;8.731,5;1.655,5
10.03.2024;04:00;05:00;39.168,5;8.459;1.767,75
10.03.2024;05:00;06:00;39.619,25;7.680,75;2.317,75
10.03.2024;06:00;07:00;39.958,75;6.899;1.902,5
10.03.2024;07:00;08:00;41.993,5;6.522,25;1.938,75
10.03.2024;08:00;09:00;46.040,25;6.897,75;1.865,25
10.03.2024;09:00;10:00;49.239;7.345,75;2.155,5
10.03.2024;10:00;11:00;51.451;6.169,5;3.545
10.03.2024;11:00;12:00;52.084,75;4.815,5;4.123,5
10.03.2024;12:00;13:00;51.144;3.103;5.861,25
10.03.2024;13:00;14:00;50.354,25;3.400,5;6.964,25
10.03.2024;14:00;15:00;48.284,75;4.537,75;4.700,5
10.03.2024;15:00;16:00;47.472;8.280;4.294,25
10.03.2024;16:00;17:00;47.558,5;13.893;1.853,5
10.03.2024;17:00;18:00;50.313,25;19.331;424,25
10.03.2024;18:00;19:00;53.406,25;22.715,5;146,25
10.03.2024;19:00;20:00;53.311;23.407,25;14
10.03.2024;20:00;21:00;50.360,5;21.042,75;211,25
10.03.2024;21:00;22:00;48.493,25;19.527,5;574,75
10.03.2024;22:00;23:00;47.888,5;19.925,25;517,5
10.03.2024;23:00;00:00;45.196,25;18.385,25;1.191,25
11.03.2024;00:00;01:00;43.029,75;16.478,75;3.739,25
11.03.2024;01:00;02:00;41.080,5;15.301,75;3.608,25
11.03.2024;02:00;03:00;40.691,75;15.822;2.833
11.03.2024;03:00;04:00;40.774,75;16.582,75;3.788,25
11.03.2024;04:00;05:00;42.630;19.091,5;4.333,5
11.03.2024;05:00;06:00;46.919,5;23.232,25;1.785
11.03.2024;06:00;07:00;54.771,5;31.666,5;315
11.03.2024;07:00;08:00;59.648,75;34.630,75;16,25
11.03.2024;08:00;09:00;63.585;33.727,25;289,5
11.03.2024;09:00;10:00;64.589,25;28.790,5;116,75
11.03.2024;10:00;11:00;65.031;24.470,25;389,5
11.03.2024;11:00;12:00;65.035,25;22.346;940
11.03.2024;12:00;13:00;63.539,5;20.501,25;2.576,25
11.03.2024;13:00;14:00;62.524,75;22.319;2.220,5
11.03.2024;14:00;15:00;61.364,5;25.003,25;1.050,5
11.03.2024;15:00;16:00;60.397,75;30.218;359,25
11.03.2024;16:00;17:00;59.684,5;36.973;107
11.03.2024;17:00;18:00;61.349,25;45.815,75;7,75
11.03.2024;18:00;19:00;62.687,5;50.076;1
11.03.2024;19:00;20:00;62.055;50.540;1
11.03.2024;20:00;21:00;58.225,25;47.545;2,75
11.03.2024;21:00;22:00;54.775,25;44.833;22
11.03.2024;22:00;23:00;51.821,5;42.495,25;43,25
11.03.2024;23:00;00:00;48.390,5;39.546,75;667,5
12.03.2024;00:00;01:00;45.378,5;37.138,25;3.009,25
12.03.2024;01:00;02:00;43.518,25;36.035,75;4.874,5
12.03.2024;02:00;03:00;42.802;35.620,5;5.288
12.03.2024;03:00;04:00;43.224,75;36.200,5;5.313
12.03.2024;04:00;05:00;44.707;37.958;4.863
12.03.2024;05:00;06:00;48.337,5;41.715;2.014,25
12.03.2024;06:00;07:00;55.094,75;48.678,25;118,5
12.03.2024;07:00;08:00;60.042;51.930,5;11,5
12.03.2024;08:00;09:00;63.639;52.334;18
12.03.2024;09:00;10:00;64.329,5;49.979,5;14,25
12.03.2024;10:00;11:00;65.301,25;48.373;102,25
12.03.2024;11:00;12:00;66.313,75;48.426;297,75
12.03.2024;12:00;13:00;66.119,25;48.836,75;170
12.03.2024;13:00;14:00;64.809,5;48.955,5;27
12.03.2024;14:00;15:00;62.954;48.380;36,25
12.03.2024;15:00;16:00;61.712,75;49.628;34,75
12.03.2024;16:00;17:00;60.354,25;51.351,25;41,75
12.03.2024;17:00;18:00;61.425,25;55.136,75;9,75
12.03.2024;18:00;19:00;63.014,75;57.647,75;7,75
12.03.2024;19:00;20:00;61.958,75;56.196,25;8,25
12.03.2024;20:00;21:00;58.407;52.001,75;122
12.03.2024;21:00;22:00;55.029,25;47.734,75;459
12.03.2024;22:00;23:00;52.068,75;44.358,5;479
12.03.2024;23:00;00:00;49.122,75;41.292,25;316,25
13.03.2024;00:00;01:00;46.786,25;38.737,75;2.954,25
13.03.2024;01:00;02:00;44.501,75;36.363,5;4.905,5
13.03.2024;02:00;03:00;43.490;35.118,75;5.549,5
13.03.2024;03:00;04:00;44.426,75;35.394,25;5.434,75
13.03.2024;04:00;05:00;45.674,75;36.474,5;4.153,75
13.03.2024;05:00;06:00;48.857,25;39.158,5;1.262,5
13.03.2024;06:00;07:00;55.929,5;45.810,25;129,25
13.03.2024;07:00;08:00;60.456,5;48.028,5;25
13.03.2024;08:00;09:00;63.016;46.495;148,5
13.03.2024;09:00;10:00;63.864,5;43.872;214,25
13.03.2024;10:00;11:00;65.476;41.803,5;325,25
13.03.2024;11:00;12:00;66.218,75;40.177;605,75
13.03.2024;12:00;13:00;65.743,5;39.220,75;2.306,75
13.03.2024;13:00;14:00;65.012,25;39.405,75;1.917,5
13.03.2024;14:00;15:00;63.560,75;39.976,75;1.383,5
13.03.2024;15:00;16:00;62.598,25;41.654;947,5
13.03.2024;16:00;17:00;61.849,75;44.970,25;564,5
13.03.2024;17:00;18:00;62.821;48.764,75;15,75
13.03.2024;18:00;19:00;64.137,25;50.182,5;7,5
13.03.2024;19:00;20:00;63.119;48.239,5;46,75
13.03.2024;20:00;21:00;59.823,5;44.028,75;186,25
13.03.2024;21:00;22:00;56.067;39.414,75;106,25
13.03.2024;22:00;23:00;52.810,25;36.301,25;224,75
13.03.2024;23:00;00:00;49.458,75;32.959;513,25
14.03.2024;00:00;01:00;47.024;30.438,5;521,75
14.03.2024;01:00;02:00;44.815;28.667;1.730,5
14.03.2024;02:00;03:00;43.543;27.639;3.087,25
14.03.2024;03:00;04:00;44.047;28.354,25;4.145
14.03.2024;04:00;05:00;46.126;30.898,5;3.053,75
14.03.2024;05:00;06:00;49.628;34.354,75;760,5
14.03.2024;06:00;07:00;56.700,75;40.985;54,5
14.03.2024;07:00;08:00;61.161,25;44.113;6,25
14.03.2024;08:00;09:00;63.515,5;42.866;39,5
14.03.2024;09:00;10:00;63.483,25;38.296;342
14.03.2024;10:00;11:00;62.785,5;31.548,25;3.208
14.03.2024;11:00;12:00;62.084,5;25.365,75;5.661
14.03.2024;12:00;13:00;60.736,5;21.671,5;7.046,75
14.03.2024;13:00;14:00;59.636,5;19.830,25;7.241,25
14.03.2024;14:00;15:00;58.606,5;21.093,75;6.610
14.03.2024;15:00;16:00;58.569,25;26.839,75;3.069,75
14.03.2024;16:00;17:00;58.659,5;35.792;560,75
14.03.2024;17:00;18:00;60.436,75;44.948,75;80,75
14.03.2024;18:00;19:00;62.716,75;47.717,25;4
14.03.2024;19:00;20:00;62.906;44.141,5;17,5
14.03.2024;20:00;21:00;59.644,5;37.218,75;279,5
14.03.2024;21:00;22:00;55.658,5;31.385;197,75
14.03.2024;22:00;23:00;52.239,25;27.141,75;210
14.03.2024;23:00;00:00;49.226,5;23.205,5;461,75
15.03.2024;00:00;01:00;46.152;19.918,75;1.305,5
15.03.2024;01:00;02:00;43.534,75;17.614,5;2.629,75
15.03.2024;02:00;03:00;42.340,75;16.974,5;4.303,75
15.03.2024;03:00;04:00;43.446;18.071;4.497,25
15.03.2024;04:00;05:00;44.648,5;19.221,5;3.820,75
15.03.2024;05:00;06:00;48.419,5;22.618,25;2.156,75
15.03.2024;06:00;07:00;54.660;27.848,25;168
15.03.2024;07:00;08:00;59.660,75;29.764,75;49,25
15.03.2024;08:00;09:00;63.249,5;28.579;282,5
15.03.2024;09:00;10:00;63.431,75;24.397;379,25
15.03.2024;10:00;11:00;63.817,75;19.220,5;2.761
15.03.2024;11:00;12:00;64.498,5;15.184,75;5.208,5
15.03.2024;12:00;13:00;63.772;13.577;6.321,5
15.03.2024;13:00;14:00;62.319,25;14.254,75;6.460
15.03.2024;14:00;15:00;60.182,75;15.595,75;5.096
15.03.2024;15:00;16:00;59.067,25;19.683,25;3.180,5
15.03.2024;16:00;17:00;58.732;26.110,5;774
15.03.2024;17:00;18:00;59.823,5;32.785;65,25
15.03.2024;18:00;19:00;60.932;35.497,75;3
15.03.2024;19:00;20:00;60.740,75;34.888,5;1,5
15.03.2024;20:00;21:00;57.287,25;30.341;194,25
15.03.2024;21:00;22:00;53.681,25;25.625,25;422,5
15.03.2024;22:00;23:00;50.061,25;22.365,5;204
15.03.2024;23:00;00:00;46.442,25;17.945;595,25
16.03.2024;00:00;01:00;43.829;14.942,25;935,75
16.03.2024;01:00;02:00;42.281;12.523;2.964,5
16.03.2024;02:00;03:00;41.009,75;11.247,25;4.325,5
16.03.2024;03:00;04:00;41.278,75;10.844,75;4.690
16.03.2024;04:00;05:00;41.478;11.295,25;5.766,5
16.03.2024;05:00;06:00;42.229;12.171,25;3.229,5
16.03.2024;06:00;07:00;43.160;12.895,75;2.421,5
16.03.2024;07:00;08:00;45.702,25;14.229,25;2.058,25
16.03.2024;08:00;09:00;49.103;15.675;1.314,75
16.03.2024;09:00;10:00;51.679,75;14.152;1.143
16.03.2024;10:00;11:00;53.858,75;11.951,75;3.518,5
16.03.2024;11:00;12:00;55.047,25;8.998,75;4.569,5
16.03.2024;12:00;13:00;54.172,75;5.400,5;4.980,5
16.03.2024;13:00;14:00;53.000;3.834,75;6.355,5
16.03.2024;14:00;15:00;51.498;5.195;6.222
16.03.2024;15:00;16:00;50.573,25;8.228,75;3.734,5
16.03.2024;16:00;17:00;50.080,75;14.896;2.503,5
16.03.2024;17:00;18:00;51.971,75;25.234;518,25
16.03.2024;18:00;19:00;54.145;32.947;3,25
16.03.2024;19:00;20:00;53.320,75;33.050;142
16.03.2024;20:00;21:00;50.493;30.769,25;14,75
16.03.2024;21:00;22:00;47.741,25;29.805,5;30,5
16.03.2024;22:00;23:00;45.870,75;29.989,75;115,5
16.03.2024;23:00;00:00;42.850,75;28.878,5;135,75
17.03.2024;00:00;01:00;40.633,5;28.043,5;125,75
17.03.2024;01:00;02:00;38.674,75;27.700;32
17.03.2024;02:00;03:00;38.090,5;28.430;121
17.03.2024;03:00;04:00;38.050;29.615,5;73,25
17.03.2024;04:00;05:00;38.428,75;30.947,75;240,75
17.03.2024;05:00;06:00;38.607,5;31.820;252
17.03.2024;06:00;07:00;38.240,5;31.767;250,5
17.03.2024;07:00;08:00;39.995,75;29.448,25;470,25
17.03.2024;08:00;09:00;43.279,75;24.502,25;2.587,25
17.03.2024;09:00;10:00;46.244,25;18.833,25;5.851,5
17.03.2024;10:00;11:00;47.480,25;15.371,75;6.581,5
17.03.2024;11:00;12:00;47.780,25;13.666,25;6.090
17.03.2024;12:00;13:00;47.189,5;12.480,25;7.063,25
17.03.2024;13:00;14:00;45.463,25;13.682,25;6.586
17.03.2024;14:00;15:00;44.020;16.333,25;5.245,75
17.03.2024;15:00;16:00;43.738;20.862;2.975,75
17.03.2024;16:00;17:00;44.906,75;28.570,5;406,5
17.03.2024;17:00;18:00;47.656;36.299,25;18
17.03.2024;18:00;19:00;50.228;38.867;1,75
17.03.2024;19:00;20:00;50.497,75;37.011,25;3,75
17.03.2024;20:00;21:00;48.353,75;33.687,75;173,75
17.03.2024;21:00;22:00;46.987;30.705;502
17.03.2024;22:00;23:00;46.071,75;28.872;367,75
17.03.2024;23:00;00:00;43.863,5;25.966;579,5
18.03.2024;00:00;01:00;41.569;23.273,25;2.479,5
18.03.2024;01:00;02:00;40.131;21.648;4.628
18.03.2024;02:00;03:00;39.767,25;21.639;5.130,75
18.03.2024;03:00;04:00;40.284,25;22.681,25;5.744
18.03.2024;04:00;05:00;42.017,25;25.212,25;3.551,25
18.03.2024;05:00;06:00;46.162,5;30.664,75;1.135
18.03.2024;06:00;07:00;53.344,5;38.405;88,5
18.03.2024;07:00;08:00;58.480,5;41.466,25;2,75
18.03.2024;08:00;09:00;62.131,25;42.068,5;3,75
18.03.2024;09:00;10:00;63.459,25;39.736,75;254
18.03.2024;10:00;11:00;64.421;37.110,5;403,75
18.03.2024;11:00;12:00;64.774,75;36.127,25;1.092,5
18.03.2024;12:00;13:00;64.704;36.536,5;2.843
18.03.2024;13:00;14:00;63.402,5;37.736,25;2.267
18.03.2024;14:00;15:00;62.175;39.632,5;1.140
18.03.2024;15:00;16:00;60.608,25;42.539;742,25
18.03.2024;16:00;17:00;59.522,25;47.015;142,5
18.03.2024;17:00;18:00;60.110,25;51.996,75;82,5
18.03.2024;18:00;19:00;61.961,75;55.406;9,5
18.03.2024;19:00;20:00;61.872,5;54.417,5;4
18.03.2024;20:00;21:00;58.298,75;50.471,75;5,75
18.03.2024;21:00;22:00;54.945;47.136,5;46,5
18.03.2024;22:00;23:00;51.656,75;43.900,5;331,5
18.03.2024;23:00;00:00;48.339,25;40.723;827,5
19.03.2024;00:00;01:00;45.853;38.564;1.009,25
19.03.2024;01:00;02:00;44.152,25;36.794,75;2.881
19.03.2024;02:00;03:00;43.717,25;36.270,5;4.177,75
19.03.2024;03:00;04:00;44.510,5;36.485,5;4.969,75
19.03.2024;04:00;05:00;46.469,75;37.823;3.730
19.03.2024;05:00;06:00;49.934,5;40.821;989,5
19.03.2024;06:00;07:00;56.036,25;46.380,25;241
19.03.2024;07:00;08:00;60.946;47.107,5;36,25
19.03.2024;08:00;09:00;64.206,75;44.211,5;211,25
19.03.2024;09:00;10:00;65.603,75;38.507,25;530,75
19.03.2024;10:00;11:00;64.915,5;30.542,75;2.488,75
19.03.2024;11:00;12:00;64.431,25;25.726;5.102,25
19.03.2024;12:00;13:00;62.385,5;23.900,25;5.385,5
19.03.2024;13:00;14:00;60.496;24.835,5;4.047,75
19.03.2024;14:00;15:00;59.525,25;29.166;4.155
19.03.2024;15:00;16:00;58.617,75;35.031,75;2.179,75
19.03.2024;16:00;17:00;58.009,25;41.881;979,5
19.03.2024;17:00;18:00;59.165,25;49.526,75;395
19.03.2024;18:00;19:00;61.837,75;54.889,25;5
19.03.2024;19:00;20:00;61.512,25;54.187;14,75
19.03.2024;20:00;21:00;57.661,75;50.076,5;15,75
19.03.2024;21:00;22:00;54.582,25;47.323,5;280,75
19.03.2024;22:00;23:00;51.193;44.724;193,75
19.03.2024;23:00;00:00;47.858,25;42.201,25;246,75
20.03.2024;00:00;01:00;44.827,25;39.952,25;862,75
20.03.2024;01:00;02:00;43.387,75;39.193,75;1.828,5
20.03.2024;02:00;03:00;42.974,5;39.375,75;2.050,75
20.03.2024;03:00;04:00;43.198,5;40.221;1.785,5
20.03.2024;04:00;05:00;44.937,25;42.433;784,25
20.03.2024;05:00;06:00;48.444,25;46.251;251,5
20.03.2024;06:00;07:00;54.834,25;52.179,25;129
20.03.2024;07:00;08:00;58.945,75;51.198,75;133,75
20.03.2024;08:00;09:00;62.036,75;46.462,25;443,5
20.03.2024;09:00;10:00;62.809,5;39.811;1.343,75
20.03.2024;10:00;11:00;62.695;34.000;3.517,25
20.03.2024;11:00;12:00;62.032,75;30.516,25;5.771,5
20.03.2024;12:00;13:00;61.062,75;29.097,5;6.368
20.03.2024;13:00;14:00;59.934,5;29.849;6.370
20.03.2024;14:00;15:00;58.999;33.624,25;4.788,75
20.03.2024;15:00;16:00;57.971,25;39.501,25;1.049
20.03.2024;16:00;17:00;56.925;46.169,75;379,75
20.03.2024;17:00;18:00;57.990,25;53.785;111
20.03.2024;18:00;19:00;60.525,25;59.151;3,5
20.03.2024;19:00;20:00;60.504,25;58.582,5;1
20.03.2024;20:00;21:00;56.893;54.029,25;262
20.03.2024;21:00;22:00;53.227,5;49.159,25;280,25
20.03.2024;22:00;23:00;50.103,5;45.018,75;368,25
20.03.2024;23:00;00:00;47.128,5;40.957,5;302,5
21.03.2024;00:00;01:00;45.390,25;38.566,5;278,75
21.03.2024;01:00;02:00;43.537;35.291,5;581
21.03.2024;02:00;03:00;42.798,5;31.958;2.728,25
21.03.2024;03:00;04:00;43.481,25;29.843,75;3.245,75
21.03.2024;04:00;05:00;45.155;29.938,75;1.485,5
21.03.2024;05:00;06:00;48.970,5;32.855,75;402,25
21.03.2024;06:00;07:00;55.310;38.838,25;142,5
21.03.2024;07:00;08:00;59.277,25;40.695,75;13,75
21.03.2024;08:00;09:00;61.776,25;40.152;12,25
21.03.2024;09:00;10:00;62.716,25;37.910,25;155,5
21.03.2024;10:00;11:00;63.382,25;35.418,75;144,75
21.03.2024;11:00;12:00;63.794,75;33.527,25;1.332
21.03.2024;12:00;13:00;62.144;30.444,75;2.552
21.03.2024;13:00;14:00;61.273,75;28.460,5;3.209,75
21.03.2024;14:00;15:00;59.632,5;28.502,75;4.746,5
21.03.2024;15:00;16:00;58.619,25;31.626;1.213,25
21.03.2024;16:00;17:00;58.485;37.460,5;521,5
21.03.2024;17:00;18:00;60.369,5;44.538;237
21.03.2024;18:00;19:00;62.308,75;49.329,25;5,25
21.03.2024;19:00;20:00;61.987;49.187;99,75
